"TABLE_NAME","COMMENTS"
"GV$SQL_MONITOR","Synonym for GV_$SQL_MONITOR"
"GV$SQL_OPTIMIZER_ENV","Synonym for GV_$SQL_OPTIMIZER_ENV"
"GV$SQL_PLAN","Synonym for GV_$SQL_PLAN"
"GV$SQL_PLAN_MONITOR","Synonym for GV_$SQL_PLAN_MONITOR"
"GV$SQL_PLAN_STATISTICS","Synonym for GV_$SQL_PLAN_STATISTICS"
"GV$SQL_PLAN_STATISTICS_ALL","Synonym for GV_$SQL_PLAN_STATISTICS_ALL"
"GV$SQL_REDIRECTION","Synonym for GV_$SQL_REDIRECTION"
"GV$SQL_SHARED_CURSOR","Synonym for GV_$SQL_SHARED_CURSOR"
"GV$SQL_SHARED_MEMORY","Synonym for GV_$SQL_SHARED_MEMORY"
"GV$SQL_WORKAREA","Synonym for GV_$SQL_WORKAREA"
"GV$SQL_WORKAREA_ACTIVE","Synonym for GV_$SQL_WORKAREA_ACTIVE"
"GV$SQL_WORKAREA_HISTOGRAM","Synonym for GV_$SQL_WORKAREA_HISTOGRAM"
"GV$SSCR_SESSIONS","Synonym for GV_$SSCR_SESSIONS"
"GV$STANDBY_LOG","Synonym for GV_$STANDBY_LOG"
"GV$STATISTICS_LEVEL","Synonym for GV_$STATISTICS_LEVEL"
"GV$STATNAME","Synonym for GV_$STATNAME"
"GV$STREAMS_APPLY_COORDINATOR","Synonym for GV_$STREAMS_APPLY_COORDINATOR"
"GV$STREAMS_APPLY_READER","Synonym for GV_$STREAMS_APPLY_READER"
"GV$STREAMS_APPLY_SERVER","Synonym for GV_$STREAMS_APPLY_SERVER"
"GV$STREAMS_CAPTURE","Synonym for GV_$STREAMS_CAPTURE"
"GV$STREAMS_MESSAGE_TRACKING","Synonym for GV_$STREAMS_MESSAGE_TRACKING"
"GV$STREAMS_POOL_ADVICE","Synonym for GV_$STREAMS_POOL_ADVICE"
"GV$STREAMS_POOL_STATISTICS","Synonym for GV_$STREAMS_POOL_STATISTICS"
"GV$STREAMS_TRANSACTION","Synonym for GV_$STREAMS_TRANSACTION"
"GV$SUBCACHE","Synonym for GV_$SUBCACHE"
"GV$SUBSCR_REGISTRATION_STATS","Synonym for GV_$SUBSCR_REGISTRATION_STATS"
"GV$SYSAUX_OCCUPANTS","Synonym for GV_$SYSAUX_OCCUPANTS"
"GV$SYSMETRIC","Synonym for GV_$SYSMETRIC"
"GV$SYSMETRIC_HISTORY","Synonym for GV_$SYSMETRIC_HISTORY"
"GV$SYSMETRIC_SUMMARY","Synonym for GV_$SYSMETRIC_SUMMARY"
"GV$SYSSTAT","Synonym for GV_$SYSSTAT"
"GV$SYSTEM_CURSOR_CACHE","Synonym for GV_$SYSTEM_CURSOR_CACHE"
"GV$SYSTEM_EVENT","Synonym for GV_$SYSTEM_EVENT"
"GV$SYSTEM_PARAMETER","Synonym for GV_$SYSTEM_PARAMETER"
"GV$SYSTEM_PARAMETER2","Synonym for GV_$SYSTEM_PARAMETER2"
"GV$SYSTEM_WAIT_CLASS","Synonym for GV_$SYSTEM_WAIT_CLASS"
"GV$SYS_OPTIMIZER_ENV","Synonym for GV_$SYS_OPTIMIZER_ENV"
"GV$SYS_TIME_MODEL","Synonym for GV_$SYS_TIME_MODEL"
"GV$TABLESPACE","Synonym for GV_$TABLESPACE"
"GV$TEMPFILE","Synonym for GV_$TEMPFILE"
"GV$TEMPORARY_LOBS","Synonym for GV_$TEMPORARY_LOBS"
"GV$TEMPSTAT","Synonym for GV_$TEMPSTAT"
"GV$TEMP_CACHE_TRANSFER","Synonym for GV_$TEMP_CACHE_TRANSFER"
"GV$TEMP_EXTENT_MAP","Synonym for GV_$TEMP_EXTENT_MAP"
"GV$TEMP_EXTENT_POOL","Synonym for GV_$TEMP_EXTENT_POOL"
"GV$TEMP_PING","Synonym for GV_$TEMP_PING"
"GV$TEMP_SPACE_HEADER","Synonym for GV_$TEMP_SPACE_HEADER"
"GV$THREAD","Synonym for GV_$THREAD"
"GV$THRESHOLD_TYPES","Synonym for GV_$THRESHOLD_TYPES"
"GV$TIMER","Synonym for GV_$TIMER"
"GV$TIMEZONE_FILE","Synonym for GV_$TIMEZONE_FILE"
"GV$TIMEZONE_NAMES","Synonym for GV_$TIMEZONE_NAMES"
"GV$ACCESS","Synonym for GV_$ACCESS"
"GV$ACTIVE_INSTANCES","Synonym for GV_$ACTIVE_INSTANCES"
"GV$ACTIVE_SERVICES","Synonym for GV_$ACTIVE_SERVICES"
"GV$ACTIVE_SESSION_HISTORY","Synonym for GV_$ACTIVE_SESSION_HISTORY"
"GV$ACTIVE_SESS_POOL_MTH","Synonym for GV_$ACTIVE_SESS_POOL_MTH"
"GV$ADVISOR_CURRENT_SQLPLAN","Synonym for GV_$ADVISOR_CURRENT_SQLPLAN"
"GV$ADVISOR_PROGRESS","Synonym for GV_$ADVISOR_PROGRESS"
"GV$ALERT_TYPES","Synonym for GV_$ALERT_TYPES"
"GV$AQ","Synonym for GV_$AQ"
"GV$AQ1","Synonym for GV_$AQ1"
"GV$ARCHIVE","Synonym for GV_$ARCHIVE"
"GV$ARCHIVED_LOG","Synonym for GV_$ARCHIVED_LOG"
"GV$ARCHIVE_DEST","Synonym for GV_$ARCHIVE_DEST"
"GV$ARCHIVE_DEST_STATUS","Synonym for GV_$ARCHIVE_DEST_STATUS"
"GV$ARCHIVE_GAP","Synonym for GV_$ARCHIVE_GAP"
"GV$ARCHIVE_PROCESSES","Synonym for GV_$ARCHIVE_PROCESSES"
"GV$ASH_INFO","Synonym for GV_$ASH_INFO"
"GV$ASM_ACFSSNAPSHOTS","Synonym for GV_$ASM_ACFSSNAPSHOTS"
"GV$ASM_ACFSVOLUMES","Synonym for GV_$ASM_ACFSVOLUMES"
"GV$ASM_ACFS_ENCRYPTION_INFO","Synonym for GV_$ASM_ACFS_ENCRYPTION_INFO"
"GV$ASM_ACFS_SECURITY_INFO","Synonym for GV_$ASM_ACFS_SECURITY_INFO"
"GV$ASM_ALIAS","Synonym for GV_$ASM_ALIAS"
"GV$ASM_ATTRIBUTE","Synonym for GV_$ASM_ATTRIBUTE"
"GV$ASM_CLIENT","Synonym for GV_$ASM_CLIENT"
"GV$ASM_DISK","Synonym for GV_$ASM_DISK"
"GV$ASM_DISKGROUP","Synonym for GV_$ASM_DISKGROUP"
"GV$ASM_DISKGROUP_STAT","Synonym for GV_$ASM_DISKGROUP_STAT"
"GV$ASM_DISK_IOSTAT","Synonym for GV_$ASM_DISK_IOSTAT"
"GV$ASM_DISK_STAT","Synonym for GV_$ASM_DISK_STAT"
"GV$ASM_FILE","Synonym for GV_$ASM_FILE"
"GV$ASM_FILESYSTEM","Synonym for GV_$ASM_FILESYSTEM"
"GV$ASM_OPERATION","Synonym for GV_$ASM_OPERATION"
"GV$ASM_TEMPLATE","Synonym for GV_$ASM_TEMPLATE"
"GV$ASM_USER","Synonym for GV_$ASM_USER"
"GV$ASM_USERGROUP","Synonym for GV_$ASM_USERGROUP"
"GV$ASM_USERGROUP_MEMBER","Synonym for GV_$ASM_USERGROUP_MEMBER"
"GV$ASM_VOLUME","Synonym for GV_$ASM_VOLUME"
"GV$ASM_VOLUME_STAT","Synonym for GV_$ASM_VOLUME_STAT"
"GV$AW_AGGREGATE_OP","Synonym for GV_$AW_AGGREGATE_OP"
"GV$AW_ALLOCATE_OP","Synonym for GV_$AW_ALLOCATE_OP"
"GV$AW_CALC","Synonym for GV_$AW_CALC"
"GV$AW_LONGOPS","Synonym for GV_$AW_LONGOPS"
"GV$AW_OLAP","Synonym for GV_$AW_OLAP"
"GV$AW_SESSION_INFO","Synonym for GV_$AW_SESSION_INFO"
"GV$BACKUP","Synonym for GV_$BACKUP"
"GV$BACKUP_ASYNC_IO","Synonym for GV_$BACKUP_ASYNC_IO"
"GV$BACKUP_CORRUPTION","Synonym for GV_$BACKUP_CORRUPTION"
"GV$BACKUP_DATAFILE","Synonym for GV_$BACKUP_DATAFILE"
"GV$BACKUP_DEVICE","Synonym for GV_$BACKUP_DEVICE"
"GV$BACKUP_PIECE","Synonym for GV_$BACKUP_PIECE"
"GV$BACKUP_REDOLOG","Synonym for GV_$BACKUP_REDOLOG"
"GV$BACKUP_SET","Synonym for GV_$BACKUP_SET"
"GV$BACKUP_SPFILE","Synonym for GV_$BACKUP_SPFILE"
"GV$BACKUP_SYNC_IO","Synonym for GV_$BACKUP_SYNC_IO"
"GV$BGPROCESS","Synonym for GV_$BGPROCESS"
"GV$BH","Synonym for GV_$BH"
"GV$BLOCKING_QUIESCE","Synonym for GV_$BLOCKING_QUIESCE"
"GV$BSP","Synonym for GV_$BSP"
"GV$BUFFERED_PUBLISHERS","Synonym for GV_$BUFFERED_PUBLISHERS"
"GV$BUFFERED_QUEUES","Synonym for GV_$BUFFERED_QUEUES"
"GV$BUFFERED_SUBSCRIBERS","Synonym for GV_$BUFFERED_SUBSCRIBERS"
"GV$BUFFER_POOL","Synonym for GV_$BUFFER_POOL"
"GV$BUFFER_POOL_STATISTICS","Synonym for GV_$BUFFER_POOL_STATISTICS"
"GV$CALLTAG","Synonym for GV_$CALLTAG"
"GV$CELL","Synonym for GV_$CELL"
"GV$CELL_CONFIG","Synonym for GV_$CELL_CONFIG"
"GV$CELL_REQUEST_TOTALS","Synonym for GV_$CELL_REQUEST_TOTALS"
"GV$CELL_STATE","Synonym for GV_$CELL_STATE"
"GV$CELL_THREAD_HISTORY","Synonym for GV_$CELL_THREAD_HISTORY"
"GV$CIRCUIT","Synonym for GV_$CIRCUIT"
"GV$CLASS_CACHE_TRANSFER","Synonym for GV_$CLASS_CACHE_TRANSFER"
"GV$CLASS_PING","Synonym for GV_$CLASS_PING"
"GV$CLIENT_STATS","Synonym for GV_$CLIENT_STATS"
"GV$CLUSTER_INTERCONNECTS","Synonym for GV_$CLUSTER_INTERCONNECTS"
"GV$CONFIGURED_INTERCONNECTS","Synonym for GV_$CONFIGURED_INTERCONNECTS"
"GV$CONTEXT","Synonym for GV_$CONTEXT"
"GV$CONTROLFILE","Synonym for GV_$CONTROLFILE"
"GV$CONTROLFILE_RECORD_SECTION","Synonym for GV_$CONTROLFILE_RECORD_SECTION"
"GV$COPY_CORRUPTION","Synonym for GV_$COPY_CORRUPTION"
"GV$CORRUPT_XID_LIST","Synonym for GV_$CORRUPT_XID_LIST"
"GV$CPOOL_CC_INFO","Synonym for GV_$CPOOL_CC_INFO"
"GV$CPOOL_CC_STATS","Synonym for GV_$CPOOL_CC_STATS"
"GV$CPOOL_CONN_INFO","Synonym for GV_$CPOOL_CONN_INFO"
"GV$CPOOL_STATS","Synonym for GV_$CPOOL_STATS"
"GV$CR_BLOCK_SERVER","Synonym for GV_$CR_BLOCK_SERVER"
"GV$CURRENT_BLOCK_SERVER","Synonym for GV_$CURRENT_BLOCK_SERVER"
"V$BACKUP","Synonym for V_$BACKUP"
"V$BACKUP_ARCHIVELOG_DETAILS","Synonym for V_$BACKUP_ARCHIVELOG_DETAILS"
"V$BACKUP_ARCHIVELOG_SUMMARY","Synonym for V_$BACKUP_ARCHIVELOG_SUMMARY"
"V$BACKUP_ASYNC_IO","Synonym for V_$BACKUP_ASYNC_IO"
"V$BACKUP_CONTROLFILE_DETAILS","Synonym for V_$BACKUP_CONTROLFILE_DETAILS"
"V$BACKUP_CONTROLFILE_SUMMARY","Synonym for V_$BACKUP_CONTROLFILE_SUMMARY"
"V$BACKUP_COPY_DETAILS","Synonym for V_$BACKUP_COPY_DETAILS"
"V$BACKUP_COPY_SUMMARY","Synonym for V_$BACKUP_COPY_SUMMARY"
"V$BACKUP_CORRUPTION","Synonym for V_$BACKUP_CORRUPTION"
"V$BACKUP_DATAFILE","Synonym for V_$BACKUP_DATAFILE"
"V$BACKUP_DATAFILE_DETAILS","Synonym for V_$BACKUP_DATAFILE_DETAILS"
"V$BACKUP_DATAFILE_SUMMARY","Synonym for V_$BACKUP_DATAFILE_SUMMARY"
"V$BACKUP_DEVICE","Synonym for V_$BACKUP_DEVICE"
"V$BACKUP_FILES","Synonym for V_$BACKUP_FILES"
"V$BACKUP_PIECE","Synonym for V_$BACKUP_PIECE"
"V$BACKUP_PIECE_DETAILS","Synonym for V_$BACKUP_PIECE_DETAILS"
"V$BACKUP_REDOLOG","Synonym for V_$BACKUP_REDOLOG"
"V$BACKUP_SET","Synonym for V_$BACKUP_SET"
"V$BACKUP_SET_DETAILS","Synonym for V_$BACKUP_SET_DETAILS"
"V$BACKUP_SET_SUMMARY","Synonym for V_$BACKUP_SET_SUMMARY"
"V$BACKUP_SPFILE","Synonym for V_$BACKUP_SPFILE"
"V$BACKUP_SPFILE_DETAILS","Synonym for V_$BACKUP_SPFILE_DETAILS"
"V$BACKUP_SPFILE_SUMMARY","Synonym for V_$BACKUP_SPFILE_SUMMARY"
"V$BACKUP_SYNC_IO","Synonym for V_$BACKUP_SYNC_IO"
"V$BGPROCESS","Synonym for V_$BGPROCESS"
"V$BH","Synonym for V_$BH"
"V$BLOCKING_QUIESCE","Synonym for V_$BLOCKING_QUIESCE"
"V$BLOCK_CHANGE_TRACKING","Synonym for V_$BLOCK_CHANGE_TRACKING"
"V$BSP","Synonym for V_$BSP"
"V$BUFFERED_PUBLISHERS","Synonym for V_$BUFFERED_PUBLISHERS"
"V$BUFFERED_QUEUES","Synonym for V_$BUFFERED_QUEUES"
"V$BUFFERED_SUBSCRIBERS","Synonym for V_$BUFFERED_SUBSCRIBERS"
"V$BUFFER_POOL","Synonym for V_$BUFFER_POOL"
"V$BUFFER_POOL_STATISTICS","Synonym for V_$BUFFER_POOL_STATISTICS"
"V$CALLTAG","Synonym for V_$CALLTAG"
"V$CELL","Synonym for V_$CELL"
"V$CELL_CONFIG","Synonym for V_$CELL_CONFIG"
"V$CELL_REQUEST_TOTALS","Synonym for V_$CELL_REQUEST_TOTALS"
"V$CELL_STATE","Synonym for V_$CELL_STATE"
"V$CELL_THREAD_HISTORY","Synonym for V_$CELL_THREAD_HISTORY"
"V$CIRCUIT","Synonym for V_$CIRCUIT"
"V$CLASS_CACHE_TRANSFER","Synonym for V_$CLASS_CACHE_TRANSFER"
"V$CLASS_PING","Synonym for V_$CLASS_PING"
"V$CLIENT_STATS","Synonym for V_$CLIENT_STATS"
"V$CLUSTER_INTERCONNECTS","Synonym for V_$CLUSTER_INTERCONNECTS"
"V$CONFIGURED_INTERCONNECTS","Synonym for V_$CONFIGURED_INTERCONNECTS"
"V$CONTEXT","Synonym for V_$CONTEXT"
"V$CONTROLFILE","Synonym for V_$CONTROLFILE"
"V$CONTROLFILE_RECORD_SECTION","Synonym for V_$CONTROLFILE_RECORD_SECTION"
"V$COPY_CORRUPTION","Synonym for V_$COPY_CORRUPTION"
"V$CORRUPT_XID_LIST","Synonym for V_$CORRUPT_XID_LIST"
"V$CPOOL_CC_INFO","Synonym for V_$CPOOL_CC_INFO"
"V$CPOOL_CC_STATS","Synonym for V_$CPOOL_CC_STATS"
"V$CPOOL_CONN_INFO","Synonym for V_$CPOOL_CONN_INFO"
"V$CPOOL_STATS","Synonym for V_$CPOOL_STATS"
"V$CR_BLOCK_SERVER","Synonym for V_$CR_BLOCK_SERVER"
"V$CURRENT_BLOCK_SERVER","Synonym for V_$CURRENT_BLOCK_SERVER"
"V$DATABASE","Synonym for V_$DATABASE"
"V$DATABASE_BLOCK_CORRUPTION","Synonym for V_$DATABASE_BLOCK_CORRUPTION"
"V$DATABASE_INCARNATION","Synonym for V_$DATABASE_INCARNATION"
"V$DATABASE_KEY_INFO","Synonym for V_$DATABASE_KEY_INFO"
"V$DATAFILE","Synonym for V_$DATAFILE"
"V$DATAFILE_COPY","Synonym for V_$DATAFILE_COPY"
"V$DATAFILE_HEADER","Synonym for V_$DATAFILE_HEADER"
"V$DATAGUARD_CONFIG","Synonym for V_$DATAGUARD_CONFIG"
"V$DATAGUARD_STATS","Synonym for V_$DATAGUARD_STATS"
"V$DATAGUARD_STATUS","Synonym for V_$DATAGUARD_STATUS"
"V$DATAPUMP_JOB","Synonym for V_$DATAPUMP_JOB"
"V$DATAPUMP_SESSION","Synonym for V_$DATAPUMP_SESSION"
"V$DBFILE","Synonym for V_$DBFILE"
"V$DBLINK","Synonym for V_$DBLINK"
"V$DB_CACHE_ADVICE","Synonym for V_$DB_CACHE_ADVICE"
"V$DB_OBJECT_CACHE","Synonym for V_$DB_OBJECT_CACHE"
"V$DB_PIPES","Synonym for V_$DB_PIPES"
"V$DB_TRANSPORTABLE_PLATFORM","Synonym for V_$DB_TRANSPORTABLE_PLATFORM"
"V$DELETED_OBJECT","Synonym for V_$DELETED_OBJECT"
"V$DETACHED_SESSION","Synonym for V_$DETACHED_SESSION"
"V$DIAG_ADR_CONTROL","Synonym for V_$DIAG_ADR_CONTROL"
"V$DIAG_ADR_INVALIDATION","Synonym for V_$DIAG_ADR_INVALIDATION"
"V$DIAG_ALERT_EXT","Synonym for V_$DIAG_ALERT_EXT"
"V$DIAG_AMS_XACTION","Synonym for V_$DIAG_AMS_XACTION"
"V$DIAG_CRITICAL_ERROR","Synonym for V_$DIAG_CRITICAL_ERROR"
"V$DIAG_DDE_USER_ACTION","Synonym for V_$DIAG_DDE_USER_ACTION"
"V$DIAG_DDE_USER_ACTION_DEF","Synonym for V_$DIAG_DDE_USER_ACTION_DEF"
"V$DIAG_DDE_USR_ACT_PARAM","Synonym for V_$DIAG_DDE_USR_ACT_PARAM"
"V$DIAG_DDE_USR_ACT_PARAM_DEF","Synonym for V_$DIAG_DDE_USR_ACT_PARAM_DEF"
"V$DIAG_DDE_USR_INC_ACT_MAP","Synonym for V_$DIAG_DDE_USR_INC_ACT_MAP"
"V$DIAG_DDE_USR_INC_TYPE","Synonym for V_$DIAG_DDE_USR_INC_TYPE"
"V$DIAG_DFW_CONFIG_CAPTURE","Synonym for V_$DIAG_DFW_CONFIG_CAPTURE"
"V$DIAG_DFW_CONFIG_ITEM","Synonym for V_$DIAG_DFW_CONFIG_ITEM"
"V$DIAG_DIAGV_INCIDENT","Synonym for V_$DIAG_DIAGV_INCIDENT"
"V$DIAG_DIR_EXT","Synonym for V_$DIAG_DIR_EXT"
"V$DIAG_EM_DIAG_JOB","Synonym for V_$DIAG_EM_DIAG_JOB"
"V$DIAG_EM_TARGET_INFO","Synonym for V_$DIAG_EM_TARGET_INFO"
"V$DIAG_EM_USER_ACTIVITY","Synonym for V_$DIAG_EM_USER_ACTIVITY"
"V$DIAG_HM_FDG_SET","Synonym for V_$DIAG_HM_FDG_SET"
"V$DIAG_HM_FINDING","Synonym for V_$DIAG_HM_FINDING"
"V$DIAG_HM_INFO","Synonym for V_$DIAG_HM_INFO"
"V$DIAG_HM_MESSAGE","Synonym for V_$DIAG_HM_MESSAGE"
"V$DIAG_HM_RECOMMENDATION","Synonym for V_$DIAG_HM_RECOMMENDATION"
"V$DIAG_HM_RUN","Synonym for V_$DIAG_HM_RUN"
"DBA_SQLSET_DEFINITIONS","Synonym for DBA_SQLSET"
"SEQ","Synonym for USER_SEQUENCES"
"ALL_SOURCE_TABLES","Synonym for USER_SOURCE_TABLES"
"USER_SQLSET_DEFINITIONS","Synonym for USER_SQLSET"
"ALL_SUBSCRIBED_COLUMNS","Synonym for USER_SUBSCRIBED_COLUMNS"
"ALL_SUBSCRIBED_TABLES","Synonym for USER_SUBSCRIBED_TABLES"
"ALL_SUBSCRIPTIONS","Synonym for USER_SUBSCRIPTIONS"
"SYN","Synonym for USER_SYNONYMS"
"TABS","Synonym for USER_TABLES"
"COLS","Synonym for USER_TAB_COLUMNS"
"USER_HISTOGRAMS","Synonym for USER_TAB_HISTOGRAMS"
"GV$INCMETER_CONFIG","Synonym for GV_$INCMETER_CONFIG"
"GV$INCMETER_INFO","Synonym for GV_$INCMETER_INFO"
"GV$INCMETER_SUMMARY","Synonym for GV_$INCMETER_SUMMARY"
"GV$INDEXED_FIXED_COLUMN","Synonym for GV_$INDEXED_FIXED_COLUMN"
"GV$INSTANCE","Synonym for GV_$INSTANCE"
"GV$INSTANCE_CACHE_TRANSFER","Synonym for GV_$INSTANCE_CACHE_TRANSFER"
"GV$INSTANCE_LOG_GROUP","Synonym for GV_$INSTANCE_LOG_GROUP"
"GV$INSTANCE_RECOVERY","Synonym for GV_$INSTANCE_RECOVERY"
"GV$IOFUNCMETRIC","Synonym for GV_$IOFUNCMETRIC"
"GV$IOFUNCMETRIC_HISTORY","Synonym for GV_$IOFUNCMETRIC_HISTORY"
"GV$IOSTAT_CONSUMER_GROUP","Synonym for GV_$IOSTAT_CONSUMER_GROUP"
"GV$IOSTAT_FILE","Synonym for GV_$IOSTAT_FILE"
"GV$IOSTAT_FUNCTION","Synonym for GV_$IOSTAT_FUNCTION"
"GV$IOSTAT_FUNCTION_DETAIL","Synonym for GV_$IOSTAT_FUNCTION_DETAIL"
"GV$IOSTAT_NETWORK","Synonym for GV_$IOSTAT_NETWORK"
"GV$IO_CALIBRATION_STATUS","Synonym for GV_$IO_CALIBRATION_STATUS"
"GV$IR_FAILURE","Synonym for GV_$IR_FAILURE"
"GV$IR_FAILURE_SET","Synonym for GV_$IR_FAILURE_SET"
"GV$IR_MANUAL_CHECKLIST","Synonym for GV_$IR_MANUAL_CHECKLIST"
"GV$IR_REPAIR","Synonym for GV_$IR_REPAIR"
"GV$JAVAPOOL","Synonym for GV_$JAVAPOOL"
"GV$JAVA_LIBRARY_CACHE_MEMORY","Synonym for GV_$JAVA_LIBRARY_CACHE_MEMORY"
"GV$JAVA_POOL_ADVICE","Synonym for GV_$JAVA_POOL_ADVICE"
"GV$LATCH","Synonym for GV_$LATCH"
"GV$LATCHHOLDER","Synonym for GV_$LATCHHOLDER"
"GV$LATCHNAME","Synonym for GV_$LATCHNAME"
"GV$LATCH_CHILDREN","Synonym for GV_$LATCH_CHILDREN"
"GV$LATCH_MISSES","Synonym for GV_$LATCH_MISSES"
"GV$LATCH_PARENT","Synonym for GV_$LATCH_PARENT"
"GV$LIBCACHE_LOCKS","Synonym for GV_$LIBCACHE_LOCKS"
"GV$LIBRARYCACHE","Synonym for GV_$LIBRARYCACHE"
"GV$LIBRARY_CACHE_MEMORY","Synonym for GV_$LIBRARY_CACHE_MEMORY"
"GV$LICENSE","Synonym for GV_$LICENSE"
"GV$LISTENER_NETWORK","Synonym for GV_$LISTENER_NETWORK"
"GV$LOADISTAT","Synonym for GV_$LOADISTAT"
"GV$LOADPSTAT","Synonym for GV_$LOADPSTAT"
"GV$LOBSTAT","Synonym for GV_$LOBSTAT"
"GV$LOCK","Synonym for GV_$LOCK"
"GV$LOCKED_OBJECT","Synonym for GV_$LOCKED_OBJECT"
"GV$LOCKS_WITH_COLLISIONS","Synonym for GV_$LOCKS_WITH_COLLISIONS"
"GV$LOCK_ACTIVITY","Synonym for GV_$LOCK_ACTIVITY"
"GV$LOCK_ELEMENT","Synonym for GV_$LOCK_ELEMENT"
"GV$LOCK_TYPE","Synonym for GV_$LOCK_TYPE"
"GV$LOG","Synonym for GV_$LOG"
"GV$LOGFILE","Synonym for GV_$LOGFILE"
"GV$LOGHIST","Synonym for GV_$LOGHIST"
"GV$LOGMNR_CALLBACK","Synonym for GV_$LOGMNR_CALLBACK"
"GV$LOGMNR_CONTENTS","Synonym for GV_$LOGMNR_CONTENTS"
"GV$LOGMNR_DICTIONARY","Synonym for GV_$LOGMNR_DICTIONARY"
"GV$LOGMNR_DICTIONARY_LOAD","Synonym for GV_$LOGMNR_DICTIONARY_LOAD"
"GV$LOGMNR_LATCH","Synonym for GV_$LOGMNR_LATCH"
"GV$LOGMNR_LOGFILE","Synonym for GV_$LOGMNR_LOGFILE"
"GV$LOGMNR_LOGS","Synonym for GV_$LOGMNR_LOGS"
"GV$LOGMNR_PARAMETERS","Synonym for GV_$LOGMNR_PARAMETERS"
"GV$LOGMNR_PROCESS","Synonym for GV_$LOGMNR_PROCESS"
"GV$LOGMNR_REGION","Synonym for GV_$LOGMNR_REGION"
"GV$LOGMNR_SESSION","Synonym for GV_$LOGMNR_SESSION"
"GV$LOGMNR_STATS","Synonym for GV_$LOGMNR_STATS"
"GV$LOGMNR_TRANSACTION","Synonym for GV_$LOGMNR_TRANSACTION"
"GV$LOGSTDBY","Synonym for GV_$LOGSTDBY"
"GV$LOGSTDBY_PROCESS","Synonym for GV_$LOGSTDBY_PROCESS"
"GV$LOGSTDBY_PROGRESS","Synonym for GV_$LOGSTDBY_PROGRESS"
"GV$LOGSTDBY_STATE","Synonym for GV_$LOGSTDBY_STATE"
"GV$LOGSTDBY_STATS","Synonym for GV_$LOGSTDBY_STATS"
"GV$LOGSTDBY_TRANSACTION","Synonym for GV_$LOGSTDBY_TRANSACTION"
"GV$LOG_HISTORY","Synonym for GV_$LOG_HISTORY"
"GV$MANAGED_STANDBY","Synonym for GV_$MANAGED_STANDBY"
"GV$MAP_COMP_LIST","Synonym for GV_$MAP_COMP_LIST"
"GV$MAP_ELEMENT","Synonym for GV_$MAP_ELEMENT"
"GV$MAP_EXT_ELEMENT","Synonym for GV_$MAP_EXT_ELEMENT"
"GV$MAP_FILE","Synonym for GV_$MAP_FILE"
"GV$MAP_FILE_EXTENT","Synonym for GV_$MAP_FILE_EXTENT"
"GV$MAP_FILE_IO_STACK","Synonym for GV_$MAP_FILE_IO_STACK"
"GV$MAP_LIBRARY","Synonym for GV_$MAP_LIBRARY"
"GV$MAP_SUBELEMENT","Synonym for GV_$MAP_SUBELEMENT"
"GV$MAX_ACTIVE_SESS_TARGET_MTH","Synonym for GV_$MAX_ACTIVE_SESS_TARGET_MTH"
"GV$MEMORY_CURRENT_RESIZE_OPS","Synonym for GV_$MEMORY_CURRENT_RESIZE_OPS"
"GV$MEMORY_DYNAMIC_COMPONENTS","Synonym for GV_$MEMORY_DYNAMIC_COMPONENTS"
"GV$MEMORY_RESIZE_OPS","Synonym for GV_$MEMORY_RESIZE_OPS"
"GV$MEMORY_TARGET_ADVICE","Synonym for GV_$MEMORY_TARGET_ADVICE"
"GV$METRIC","Synonym for GV_$METRIC"
"GV$METRICGROUP","Synonym for GV_$METRICGROUP"
"GV$METRICNAME","Synonym for GV_$METRICNAME"
"GV$METRIC_HISTORY","Synonym for GV_$METRIC_HISTORY"
"GV$MTTR_TARGET_ADVICE","Synonym for GV_$MTTR_TARGET_ADVICE"
"GV$MUTEX_SLEEP","Synonym for GV_$MUTEX_SLEEP"
"GV$MUTEX_SLEEP_HISTORY","Synonym for GV_$MUTEX_SLEEP_HISTORY"
"GV$MVREFRESH","Synonym for GV_$MVREFRESH"
"GV$MYSTAT","Synonym for GV_$MYSTAT"
"GV$NFS_CLIENTS","Synonym for GV_$NFS_CLIENTS"
"GV$NFS_LOCKS","Synonym for GV_$NFS_LOCKS"
"GV$NFS_OPEN_FILES","Synonym for GV_$NFS_OPEN_FILES"
"GV$NLS_PARAMETERS","Synonym for GV_$NLS_PARAMETERS"
"GV$NLS_VALID_VALUES","Synonym for GV_$NLS_VALID_VALUES"
"DBA_LOCKS","Synonym for DBA_LOCK"
"LOGSTDBY_UNSUPPORTED_TABLES","Synonym for DBA_LOGSTDBY_UNSUPPORTED_TABLE"
"DBA_SNAPSHOT_LOG_FILTER_COLS","Synonym for DBA_MVIEW_LOG_FILTER_COLS"
"DBA_SNAPSHOT_REFRESH_TIMES","Synonym for DBA_MVIEW_REFRESH_TIMES"
"SM$VERSION","Synonym for SM_$VERSION"
"USER_SNAPSHOT_REFRESH_TIMES","Synonym for USER_MVIEW_REFRESH_TIMES"
"OBJ","Synonym for USER_OBJECTS"
"ALL_OUTLINES","Synonym for USER_OUTLINES"
"ALL_OUTLINE_HINTS","Synonym for USER_OUTLINE_HINTS"
"ALL_PUBLISHED_COLUMNS","Synonym for USER_PUBLISHED_COLUMNS"
"RECYCLEBIN","Synonym for USER_RECYCLEBIN"
